"logPo2" " T/C" "Ox content" "Charge"  "relax number"  Ca3Co4O9 weight: 0.1406 density:  4.60 molar mass:  499.9 cell volume: 0.600
 -4.396   900.2   6.74346    0.10027  612
 -4.118   900.3   6.74530    0.10021  613
 -3.854   900.7   6.74714    0.10015  614
 -3.616   900.4   6.74899    0.10025  615
 -3.407   900.6   6.75083    0.10015  616
 -2.822   899.6   6.75263    0.10026  617
 -2.739   899.5   6.75446    0.10025  618
 -2.526   899.6   6.75626    0.10028  619
 -2.322   899.5   6.75803    0.10029  620
 -2.136   899.5   6.75977    0.10018  621
 -1.966   899.8   6.76160    0.10754  622
 -1.891   899.6   6.76386    0.12724  623
 -1.888   899.7   6.76620    0.12720  624
 -1.785   899.6   6.83987    4.00623  625
 -1.787   899.7   6.91375    4.00971  626
 -1.794   899.4   6.98763    4.00885  627
 -1.794   899.6   7.06151    4.00995  628
 -1.788   899.9   7.13541    4.01141  629
 -1.790   899.8   7.20931    4.01082  630
 -1.793   899.7   7.28320    4.00975  631
 -1.793   899.6   7.35708    4.01007  632
 -1.790   899.8   7.43092    4.00746  633
 -1.777   900.6   7.50479    4.01026  634
 -1.774   900.6   7.57863    4.00836  635
 -1.768   900.0   7.65246    4.00724  636
 -1.006   899.6   7.72288    4.00827  637
 -0.958   899.7   7.74181    1.05372  638
 -0.943   899.7   7.76106    1.05348  639
 -0.946   899.8   7.83495    4.00847  640
 -0.949   899.7   7.90881    4.00730  641
 -0.947   899.7   7.98265    4.00861  642
 -0.949   899.5   8.05651    4.00777  643
 -0.948   899.7   8.13035    4.00790  644
 -0.945   899.6   8.20419    4.00915  645
 -0.942   899.6   8.27800    4.00783  646
 -0.956   899.4   8.35203    4.00960  647
 -0.942   899.3   8.42572    4.00830  648
 -0.935   899.4   8.49951    4.00911  649
 -0.938   899.4   8.57338    4.00781  650
 -0.923   899.3   8.64709    4.00941  651
 -0.923   899.3   8.72094    4.00796  652
 -0.908   899.6   8.79463    4.00904  653
 -0.853   900.2   8.86778    4.00797  654
 -0.664   900.1   8.93844    4.00976  655
 -0.095   900.4   8.98764    4.01054  656
 -0.104   900.6   8.98838    0.00000  657
  0.059   949.3   8.97521    0.00000  658
 -1.205   749.5   9.01659   -0.10030  659
 -1.246   749.1   9.01686    0.00000  660
 -1.577   749.7   8.99988   -1.00062  661
 -1.920   749.7   8.98211   -1.00269  662
 -2.286   749.5   8.96401   -1.00032  663
 -2.652   749.7   8.94564   -1.00465  664
 -2.993   749.8   8.92726   -1.00064  665
 -3.250   750.0   8.90879   -1.00355  666
 -3.364   750.0   8.89037   -1.00012  667
 -3.371   750.1   8.85821   -1.74545  668
 -3.379   750.1   8.82607   -1.74474  669
 -3.380   750.1   8.77076   -3.00149  670
 -3.381   750.3   8.71546   -3.00168  671
 -3.380   750.2   8.66018   -3.00034  672
 -3.380   750.3   8.60488   -3.00116  673
 -3.382   750.2   8.54960   -3.00049  674
 -3.396   750.0   8.49431   -3.00089  675
 -3.385   750.2   8.40216   -5.00104  676
 -3.396   750.3   8.31000   -5.00187  677
 -3.381   750.5   8.21787   -5.00064  678
 -3.391   750.2   8.08888   -7.00074  679
 -3.385   750.7   7.95989   -7.00075  680
 -3.383   750.8   7.83088   -7.00204  681
 -3.388   750.6   7.70190   -7.00012  682
 -3.397   750.7   7.57291   -7.00090  683
 -3.412   750.5   7.44392   -7.00087  684
 -3.412   750.4   7.31494   -7.00004  685
 -3.426   750.4   7.18597   -7.00020  686
 -3.456   749.8   7.05699   -7.00032  687
 -3.516   749.8   6.92801   -7.00004  688
 -3.944   750.4   6.79903   -7.00081  689
-10.880   750.7   6.73868   -3.27585  690
-14.943   750.4   6.72025   -1.00054  691
-15.731   750.0   6.70182   -1.00005  692
-12.447   750.3   6.72026    1.00064  693
